d,value
19670611,66.1
19670612,71.8
19670613,72.8
19670614,77.2
19670615,79.6
19670616,74.9
19670617,65.5
19670618,64.2
19670619,64.2
19670620,68.5
19670621,68.2
19670622,65.0
19670623,68.8
19670624,57.2
19670625,57.3
19670626,63.3
19670627,67.0
19670628,64.6
19670629,62.0
19670630,72.6
19670701,72.5
19670702,61.8
19670703,57.5
19670704,53.5
19670705,56.3
19670706,57.5
19670707,64.9
19670708,71.2
19670709,73.8
19670710,72.8
19670711,75.5
19670712,69.5
19670713,60.7
19670714,61.1
19670715,60.8
19670716,66.6
19670717,70.6
19670718,69.5
19670719,67.6
19670720,72.3
19670721,73.2
19670722,76.5
19670723,77.2
19670724,76.3
19670725,70.3
19670726,69.3
19670727,67.3
19670728,65.4
19670729,68.6
19670730,67.7
19670731,70.1
19670801,68.8
19670802,73.7
19670803,69.3
19670804,65.7
19670805,64.8
19670806,63.6
19670807,68.2
19670808,64.5
19670809,67.5
19670810,57.4
19670811,54.4
19670812,57.1
19670813,61.0
19670814,65.2
19670815,64.6
19670816,71.0
19670817,71.3
19670818,66.0
19670819,54.0
19670820,56.4
19670821,65.1
19670822,53.4
19670823,57.8
19670824,62.5
19670825,63.0
19670826,65.2
19670827,56.5
19670828,58.9
19670829,65.2
19670830,59.9
19670831,51.7
19670901,53.6
19670902,55.1
19670903,55.9
19670904,58.6
19670905,59.2
19670906,61.1
19670907,61.4
19670908,64.4
19670909,60.9
19670910,49.3
19670911,51.9
19670912,57.1
19670913,64.1
19670914,68.0
19670915,66.6
19670916,67.1
19670917,67.1
19670918,65.6
19670919,66.7
19670920,68.6
19670921,66.2
19670922,52.4
19670923,53.6
19670924,50.7
19670925,54.1
19670926,61.5
19670927,45.5
19670928,40.2
19670929,40.1
19670930,49.8
19671001,54.7
19671002,66.1
19671003,66.7
19671004,69.9
19671005,60.5
19671006,51.1
19671007,47.8
19671008,52.5
19671009,42.3
19671010,38.8
19671011,38.2
19671012,38.4
19671013,55.5
19671014,51.5
19671015,53.9
19671016,51.3
19671017,46.3
19671018,46.3
19671019,39.2
19671020,45.5
19671021,41.0
19671022,47.7
19671023,60.5
19671024,58.8
19671025,40.1
19671026,36.3
19671027,34.8
19671028,35.0
19671029,39.9
19671030,44.6
19671031,42.3
19671101,44.0
19671102,42.0
19671103,36.5
19671104,29.6
19671105,27.1
19671106,29.6
19671107,30.4
19671108,32.8
19671109,42.7
19671110,42.4
19671111,51.5
19671112,48.2
19671113,31.3
19671114,34.9
19671115,23.5
19671116,32.4
19671117,41.0
19671118,40.5
19671119,31.0
19671120,29.0
19671121,33.2
19671122,33.3
19671123,27.8
19671124,35.6
19671125,34.7
19671126,32.2
19671127,21.4
19671128,16.9
19671129,18.0
19671130,32.0
19671201,31.1
19671202,31.9
19671203,30.6
19671204,32.0
19671205,34.0
19671206,39.1
19671207,39.4
19671208,35.0
19671209,33.1
19671210,31.6
19671211,31.5
19671212,33.5
19671213,28.7
19671214,23.1
19671215,16.7
19671216,24.8
19671217,32.1
19671218,36.4
19671219,30.3
19671220,37.5
19671221,44.8
19671222,10.2
19671223,8.0
19671224,19.6
19671225,24.3
19671226,5.8
19671227,11.5
19671228,14.8
19671229,9.3
19671230,21.5
19671231,1.9
19680102,12.4
19680103,6.4
19680105,2.1
19680106,0.5
19680109,15.4
19680110,6.1
19680111,20.2
19680112,21.6
19680113,25.7
19680114,25.6
19680115,25.9
19680116,10.3
19680117,25.6
19680118,38.1
19680119,34.9
19680120,37.9
19680121,35.9
19680122,35.8
19680123,26.1
19680124,12.6
19680125,23.5
19680126,31.8
19680127,33.5
19680128,35.7
19680129,39.5
19680130,24.8
19680131,33.5
19680201,42.5
19680202,30.5
19680203,25.6
19680204,28.1
19680205,28.6
19680206,30.6
19680207,23.0
19680208,23.2
19680209,15.7
19680210,1.4
19680211,4.1
19680212,12.0
19680213,11.6
19680214,16.5
19680215,22.7
19680216,22.8
19680217,7.3
19680218,11.9
19680219,15.6
19680220,14.4
19680221,4.8
19680222,10.4
19680223,17.4
19680224,20.5
19680225,22.0
19680226,25.9
19680227,27.6
19680228,22.8
19680229,16.4
19680301,27.7
19680302,29.3
19680303,23.4
19680304,36.7
19680305,34.5
19680306,31.5
19680307,32.2
19680308,36.1
19680309,40.5
19680310,36.1
19680311,33.0
19680312,27.5
19680313,22.9
19680314,33.6
19680315,43.4
19680316,43.0
19680317,42.5
19680318,49.7
19680319,49.6
19680320,38.1
19680321,30.1
19680322,26.9
19680323,28.1
19680324,41.0
19680325,49.2
19680326,55.4
19680327,56.4
19680328,56.5
19680329,54.3
19680330,47.5
19680331,56.3
19680401,37.2
19680402,42.8
19680403,46.7
19680404,49.8
19680405,29.6
19680406,36.7
19680407,48.5
19680408,48.6
19680409,47.8
19680410,44.2
19680411,49.6
19680412,64.5
19680413,62.4
19680414,52.4
19680415,41.5
19680416,51.6
19680417,50.9
19680418,48.6
19680419,45.7
19680420,51.2
19680421,55.1
19680422,56.9
19680423,52.7
19680424,34.5
19680425,37.1
19680426,43.5
19680427,45.9
19680428,46.8
19680429,50.0
19680430,55.5
19680501,55.6
19680502,56.3
19680503,58.8
19680504,47.5
19680505,44.0
19680506,46.5
19680507,54.1
19680508,61.9
19680509,55.6
19680510,52.9
19680511,53.8
19680512,57.1
19680513,56.4
19680514,64.7
19680515,69.6
19680516,56.9
19680517,48.5
19680518,50.0
19680519,46.8
19680520,47.8
19680521,50.9
19680522,52.6
19680523,55.5
19680524,58.8
19680525,55.9
19680526,52.1
19680527,54.2
19680528,53.9
19680529,54.5
19680530,55.1
19680531,57.5
19680601,66.5
19680602,67.0
19680603,64.4
19680604,70.6
19680605,75.5
19680606,74.1
19680607,77.2
19680608,78.6
19680609,79.0
19680610,76.1
19680611,71.8
19680612,62.7
19680613,59.6
19680614,70.5
19680615,61.2
19680616,59.0
19680617,60.6
19680618,64.3
19680619,64.1
19680620,61.1
19680621,69.2
19680622,68.4
19680623,69.8
19680624,70.1
19680625,61.1
19680626,54.3
19680627,52.7
19680628,56.9
19680629,64.6
19680630,75.9
19680701,69.6
19680702,61.1
19680703,58.1
19680704,65.4
19680705,67.1
19680706,66.9
19680707,68.9
19680708,72.1
19680709,74.0
19680710,59.4
19680711,63.1
19680712,69.1
19680713,75.5
19680714,79.4
19680715,78.9
19680716,80.1
19680717,77.1
19680718,76.7
19680719,72.7
19680720,70.4
19680721,74.6
19680722,71.6
19680723,63.7
19680724,72.3
19680725,71.0
19680726,69.0
19680727,75.5
19680728,65.1
19680729,62.4
19680730,68.5
19680731,71.3
19680801,64.4
19680802,66.8
19680803,71.4
19680804,71.9
19680805,75.0
19680806,83.0
19680807,76.9
19680808,74.4
19680809,76.1
19680810,67.0
19680811,58.9
19680812,63.5
19680813,72.2
19680814,68.4
19680815,62.8
19680816,76.5
19680817,70.5
19680818,61.2
19680819,76.0
19680820,80.5
19680821,80.8
19680822,80.9
19680823,81.5
19680824,78.2
19680825,64.7
19680826,56.0
19680827,52.9
19680828,56.4
19680829,60.3
19680830,60.9
19680831,64.6
19680901,62.0
19680902,60.0
19680903,68.4
19680904,71.5
19680905,62.1
19680906,57.0
19680907,54.1
19680908,65.3
19680909,60.4
19680910,54.9
19680911,53.8
19680912,63.3
19680913,61.0
19680914,64.6
19680915,64.6
19680916,66.7
19680917,66.5
19680918,63.9
19680919,56.5
19680920,57.0
19680921,60.0
19680922,65.4
19680923,68.9
19680924,67.1
19680925,54.2
19680926,50.9
19680927,56.8
19680928,50.8
19680929,56.6
19680930,56.4
19681001,67.0
19681002,67.1
19681003,49.5
19681004,41.0
19681005,41.7
19681006,47.1
19681007,48.5
19681008,53.5
19681009,55.4
19681010,49.1
19681011,51.0
19681012,55.6
19681013,63.5
19681014,66.4
19681015,73.4
19681016,72.3
19681017,67.2
19681018,48.8
19681019,47.3
19681020,47.9
19681021,49.4
19681022,53.1
19681023,45.6
19681024,42.9
19681025,36.4
19681026,43.9
19681027,47.3
19681028,39.4
19681029,37.2
19681030,36.9
19681031,47.6
19681101,60.6
19681102,47.4
19681103,37.6
19681104,37.9
19681105,40.8
19681106,39.6
19681107,36.6
19681108,33.9
19681109,31.9
19681110,30.4
19681111,33.2
19681112,27.7
19681113,34.5
19681114,38.0
19681115,41.0
19681116,35.5
19681117,37.7
19681118,33.9
19681119,29.0
19681120,26.3
19681121,37.6
19681122,42.1
19681123,46.9
19681124,42.5
19681125,31.5
19681126,36.3
19681127,31.5
19681128,29.6
19681129,33.6
19681130,29.6
19681201,31.7
19681202,34.2
19681203,36.2
19681204,33.8
19681205,28.4
19681206,18.1
19681207,17.6
19681208,18.3
19681209,20.5
19681210,30.3
19681211,32.5
19681212,48.7
19681213,31.9
19681214,14.7
19681215,11.6
19681216,17.9
19681217,16.9
19681218,26.0
19681219,34.6
19681220,30.6
19681221,18.6
19681222,31.6
19681223,26.7
19681224,10.1
19681226,14.9
19681227,31.8
19681228,28.2
19681229,13.3
19681230,12.9
19690102,1.4
19690103,4.2
19690105,2.3
19690106,19.5
19690107,11.1
19690108,14.6
19690109,10.1
19690110,0.9
19690111,2.3
19690113,10.5
19690114,13.9
19690115,26.6
19690116,32.5
19690117,31.5
19690118,28.9
19690119,25.0
19690120,25.4
19690121,29.9
19690122,33.6
19690123,36.5
19690124,9.8
19690126,2.4
19690127,12.9
19690128,28.0
19690129,29.8
19690130,31.8
19690131,13.9
19690201,19.9
19690202,18.5
19690203,12.1
19690204,12.2
19690205,16.3
19690206,22.0
19690207,27.1
19690208,30.2
19690209,23.8
19690210,26.6
19690211,27.2
19690212,17.4
19690213,12.8
19690214,12.9
19690215,21.9
19690216,24.5
19690217,26.7
19690218,26.4
19690219,27.8
19690220,23.1
19690221,29.1
19690222,32.8
19690223,33.4
19690224,32.7
19690225,33.4
19690226,27.5
19690227,26.5
19690228,29.6
19690301,26.9
19690302,26.6
19690303,28.9
19690304,27.5
19690305,28.8
19690306,31.5
19690307,25.9
19690308,21.2
19690309,20.9
19690310,26.2
19690311,16.4
19690312,18.0
19690313,23.7
19690314,23.5
19690315,25.1
19690316,30.1
19690317,42.0
19690318,45.1
19690319,40.0
19690320,38.5
19690321,35.5
19690322,34.7
19690323,49.3
19690324,38.3
19690325,31.1
19690326,25.6
19690327,22.8
19690328,34.3
19690329,14.6
19690330,10.1
19690331,14.7
19690401,34.1
19690402,37.4
19690403,35.8
19690404,46.4
19690405,47.4
19690406,38.5
19690407,48.5
19690408,54.1
19690409,60.1
19690410,51.0
19690411,43.7
19690412,45.6
19690413,51.8
19690414,51.9
19690415,53.7
19690416,52.2
19690417,52.7
19690418,41.6
19690419,41.8
19690420,46.4
19690421,56.0
19690422,47.2
19690423,45.9
19690424,44.6
19690425,53.6
19690426,57.1
19690427,58.5
19690428,43.9
19690429,39.0
19690430,44.8
19690501,54.8
19690502,65.3
19690503,65.0
19690504,60.9
19690505,63.5
19690506,63.0
19690507,60.6
19690508,59.1
19690509,49.6
19690510,44.3
19690511,44.4
19690512,45.5
19690513,57.5
19690514,57.0
19690515,61.8
19690516,68.7
19690517,56.0
19690518,42.6
19690519,51.6
19690520,56.6
19690521,42.8
19690522,44.5
19690523,49.1
19690524,58.0
19690525,53.4
19690526,51.8
19690527,66.1
19690528,74.5
19690529,75.0
19690530,66.4
19690531,63.1
19690601,61.5
19690602,48.4
19690603,46.5
19690604,49.6
19690605,56.4
19690606,63.8
19690607,57.4
19690608,55.1
19690609,54.9
19690610,62.0
19690611,65.9
19690612,68.1
19690613,53.8
19690614,53.8
19690615,56.0
19690616,59.5
19690617,66.0
19690618,61.2
19690619,65.5
19690620,57.4
19690621,54.3
19690622,55.9
19690623,56.4
19690624,59.5
19690625,64.6
19690626,72.1
19690627,73.9
19690628,70.9
19690629,66.5
19690630,72.3
19690701,63.7
19690702,66.1
19690703,67.0
19690704,71.6
19690705,74.9
19690706,61.0
19690707,62.0
19690708,62.8
19690709,66.6
19690710,72.6
19690711,74.3
19690712,77.0
19690713,73.4
19690714,73.9
19690715,75.4
19690716,80.0
19690717,76.5
19690718,68.3
19690719,69.1
19690720,72.6
19690721,68.7
19690722,67.5
19690723,70.9
19690724,72.3
19690725,71.9
19690726,68.5
19690727,68.6
19690728,66.1
19690729,67.8
19690730,71.7
19690731,73.3
19690801,66.5
19690802,66.6
19690803,68.3
19690804,67.9
19690805,70.5
19690806,72.9
19690807,76.5
19690808,70.2
19690809,69.1
19690810,66.5
19690811,70.5
19690812,71.5
19690813,71.8
19690814,76.7
19690815,68.6
19690816,72.7
19690817,71.7
19690818,75.1
19690819,71.3
19690820,65.4
19690821,60.9
19690822,62.6
19690823,67.5
19690824,69.3
19690825,69.9
19690826,69.9
19690827,72.4
19690828,73.6
19690829,77.5
19690830,77.8
19690831,77.3
19690901,63.7
19690902,62.3
19690903,64.6
19690904,69.4
19690905,71.1
19690906,73.9
19690907,67.7
19690908,57.3
19690909,51.6
19690910,52.4
19690911,57.4
19690912,66.4
19690913,68.9
19690914,68.1
19690915,71.4
19690916,64.7
19690917,58.6
19690918,52.7
19690919,55.3
19690920,51.0
19690921,53.1
19690922,62.4
19690923,63.2
19690924,49.5
19690925,46.1
19690926,53.6
19690927,57.1
19690928,48.7
19690929,51.7
19690930,53.3
19691001,66.1
19691002,67.8
19691003,62.4
19691004,67.1
19691005,65.5
19691006,60.0
19691007,54.1
19691008,51.1
19691009,52.9
19691010,61.6
19691011,53.1
19691012,45.7
19691013,43.9
19691014,37.6
19691015,36.5
19691016,40.3
19691017,38.2
19691018,42.3
19691019,46.5
19691020,55.6
19691021,41.9
19691022,35.8
19691023,27.6
19691024,37.7
19691025,42.0
19691026,44.6
19691027,30.9
19691028,28.9
19691029,33.1
19691030,37.4
19691031,42.6
19691101,43.9
19691102,40.8
19691103,40.0
19691104,37.1
19691105,34.7
19691106,39.1
19691107,41.9
19691108,36.5
19691109,35.5
19691110,37.0
19691111,45.2
19691112,37.4
19691113,28.2
19691114,18.0
19691115,22.3
19691116,26.9
19691117,44.9
19691118,44.8
19691119,23.4
19691120,16.0
19691121,21.7
19691122,31.5
19691123,34.0
19691124,32.4
19691125,41.0
19691126,27.6
19691127,27.1
19691128,21.6
19691129,28.5
19691130,33.4
19691201,34.1
19691202,32.8
19691203,32.1
19691204,19.1
19691205,20.9
19691206,29.7
19691207,32.1
19691208,26.9
19691209,21.9
19691210,31.9
19691211,24.5
19691212,17.0
19691213,27.1
19691214,28.4
19691215,17.5
19691216,11.3
19691217,23.5
19691218,28.4
19691219,25.0
19691220,15.0
19691221,21.5
19691222,8.1
19691223,19.1
19691224,6.5
19691225,19.4
19691226,21.5
19691227,22.5
19691228,25.5
19691229,25.2
19691230,21.7
19691231,23.5
19700101,20.3
19700102,13.0
19700103,12.3
19700104,7.9
19700109,1.4
19700111,15.6
19700112,18.7
19700113,5.1
19700114,11.5
19700115,23.5
19700116,27.7
19700117,8.6
19700123,11.5
19700124,15.8
19700125,28.5
19700126,26.4
19700127,28.6
19700128,34.0
19700129,31.9
19700130,20.4
19700131,28.8
19700201,32.9
19700202,24.6
19700204,3.0
19700205,14.7
19700206,26.8
19700207,33.9
19700208,33.3
19700209,25.6
19700210,25.4
19700211,27.8
19700212,14.8
19700213,4.3
19700214,1.6
19700215,13.1
19700216,11.6
19700217,26.6
19700218,34.4
19700219,13.5
19700220,7.6
19700221,28.4
19700222,39.9
19700223,33.3
19700224,36.9
19700225,19.9
19700226,19.5
19700227,26.7
19700228,21.8
19700301,29.5
19700302,32.0
19700303,38.5
19700304,40.9
19700305,32.0
19700306,38.3
19700307,36.4
19700308,22.8
19700309,19.8
19700310,24.8
19700311,23.5
19700312,26.8
19700313,23.4
19700314,26.0
19700315,20.5
19700316,24.6
19700317,30.0
19700318,35.2
19700319,32.8
19700320,34.2
19700321,36.6
19700322,39.1
19700323,35.4
19700324,36.1
19700325,35.9
19700326,37.1
19700327,33.0
19700328,20.7
19700329,24.0
19700330,30.9
19700331,34.2
19700401,35.1
19700402,35.4
19700403,39.0
19700404,34.9
19700405,38.3
19700406,42.6
19700407,40.6
19700408,56.9
19700409,49.1
19700410,38.0
19700411,41.4
19700412,39.9
19700413,39.7
19700414,44.3
19700415,47.9
19700416,57.1
19700417,51.0
19700418,40.6
19700419,40.5
19700420,39.9
19700421,41.9
19700422,42.4
19700423,51.4
19700424,52.9
19700425,58.5
19700426,63.6
19700427,68.1
19700428,65.4
19700429,69.4
19700430,68.9
19700501,60.2
19700502,40.8
19700503,51.8
19700504,57.3
19700505,52.3
19700506,42.1
19700507,52.7
19700508,69.5
19700509,71.4
19700510,63.6
19700511,55.9
19700512,57.4
19700513,49.8
19700514,45.4
19700515,49.7
19700516,46.9
19700517,53.3
19700518,61.1
19700519,72.0
19700520,65.1
19700521,74.5
19700522,72.5
19700523,58.0
19700524,63.7
19700525,65.5
19700526,53.7
19700527,48.4
19700528,55.5
19700529,67.5
19700530,68.5
19700531,69.9
19700601,68.5
19700602,58.0
19700603,56.1
19700604,54.9
19700605,63.5
19700606,63.1
19700607,70.5
19700608,73.6
19700609,72.9
19700610,73.2
19700611,74.9
19700612,73.4
19700613,68.7
19700614,65.9
19700615,66.0
19700616,73.0
19700617,75.2
19700618,71.1
19700619,57.7
19700620,55.6
19700621,58.6
19700622,66.7
19700623,70.7
19700624,74.4
19700625,59.5
19700626,58.1
19700627,61.9
19700628,70.1
19700629,77.7
19700630,83.1
19700701,82.4
19700702,78.0
19700703,73.2
19700704,62.6
19700705,62.4
19700706,65.9
19700707,75.2
19700708,71.8
19700709,66.7
19700710,69.6
19700711,73.6
19700712,77.0
19700713,79.0
19700714,75.6
19700715,74.4
19700716,69.1
19700717,74.8
19700718,68.7
19700719,66.3
19700720,58.0
19700721,61.3
19700722,65.4
19700723,64.6
19700724,66.5
19700725,75.0
19700726,77.6
19700727,78.9
19700728,76.4
19700729,73.5
19700730,75.9
19700731,76.6
19700801,71.0
19700802,70.7
19700803,69.3
19700804,61.9
19700805,64.4
19700806,68.6
19700807,67.2
19700808,70.2
19700809,68.6
19700810,70.6
19700811,70.5
19700812,69.0
19700813,72.6
19700814,75.5
19700815,75.7
19700816,72.4
19700817,65.8
19700818,68.2
19700819,71.1
19700820,70.0
19700821,61.4
19700822,67.1
19700823,63.5
19700824,63.9
19700825,70.4
19700826,76.4
19700827,74.5
19700828,73.2
19700829,67.2
19700830,76.9
19700831,60.6
19700901,56.3
19700902,67.6
19700903,69.0
19700904,69.1
19700905,68.1
19700906,66.4
19700907,75.7
19700908,69.0
19700909,64.9
19700910,62.1
19700911,56.5
19700912,58.8
19700913,48.4
19700914,47.1
19700915,54.6
19700916,54.2
19700917,54.9
19700918,60.3
19700919,60.8
19700920,67.0
19700921,75.0
19700922,63.7
19700923,56.5
19700924,59.4
19700925,61.0
19700926,55.2
19700927,49.8
19700928,45.5
19700929,48.4
19700930,54.5
19701001,49.5
19701002,59.1
19701003,49.3
19701004,45.7
19701005,58.1
19701006,66.4
19701007,63.6
19701008,63.6
19701009,60.9
19701010,43.2
19701011,44.1
19701012,51.1
19701013,56.0
19701014,49.6
19701015,40.9
19701016,36.5
19701017,44.6
19701018,50.7
19701019,45.9
19701020,49.1
19701021,48.4
19701022,48.2
19701023,56.0
19701024,58.6
19701025,51.4
19701026,58.5
19701027,59.1
19701028,51.4
19701029,41.7
19701030,44.4
19701031,41.3
19701101,39.9
19701102,40.1
19701103,39.2
19701104,40.5
19701105,41.9
19701106,42.7
19701107,39.2
19701108,36.6
19701109,48.7
19701110,49.3
19701111,40.9
19701112,41.7
19701113,39.5
19701114,32.4
19701115,28.2
19701116,32.9
19701117,37.8
19701118,39.4
19701119,37.4
19701120,41.9
19701121,34.7
19701122,35.5
19701123,12.6
19701124,16.1
19701125,28.3
19701126,35.8
19701127,31.0
19701128,32.0
19701129,37.5
19701130,36.4
19701201,51.6
19701202,40.0
19701203,42.3
19701204,34.5
19701205,30.8
19701206,13.1
19701207,23.0
19701208,34.6
19701209,39.4
19701210,23.6
19701211,31.5
19701212,30.4
19701213,26.5
19701214,17.6
19701215,8.2
19701216,32.2
19701217,34.3
19701218,34.5
19701219,29.7
19701220,7.0
19701221,11.7
19701222,28.8
19701223,27.5
19701224,1.8
19701225,10.5
19701226,12.5
19701227,17.4
19701228,2.4
19701229,7.1
19701230,16.0
19701231,24.9
19710101,30.0
19710102,26.4
19710103,18.2
19710104,29.8
19710105,2.7
19710109,18.3
19710110,23.6
19710111,16.2
19710112,10.8
19710113,19.2
19710114,25.9
19710115,5.0
19710116,2.3
19710117,3.0
19710119,1.0
19710121,28.9
19710122,25.5
19710123,19.6
19710124,22.0
19710125,22.9
19710126,15.9
19710129,11.3
19710130,3.2
19710203,15.6
19710204,27.2
19710205,28.8
19710206,10.7
19710207,1.4
19710210,10.8
19710211,26.4
19710212,23.9
19710213,3.2
19710214,7.5
19710215,26.0
19710216,27.9
19710217,35.6
19710218,36.4
19710219,35.9
19710220,32.5
19710221,26.5
19710222,28.2
19710223,30.0
19710224,28.1
19710225,29.0
19710226,37.8
19710227,33.8
19710228,27.7
19710301,23.1
19710302,18.5
19710303,16.2
19710304,19.4
19710305,33.0
19710306,32.8
19710307,26.6
19710308,20.1
19710309,16.9
19710310,26.9
19710311,28.0
19710312,33.3
19710313,34.8
19710314,44.3
19710315,41.0
19710316,26.0
19710317,26.6
19710318,33.0
19710319,31.4
19710320,28.8
19710321,30.1
19710322,27.3
19710323,18.1
19710324,19.2
19710325,19.5
19710326,22.9
19710327,35.6
19710328,40.1
19710329,33.2
19710330,34.7
19710331,46.4
19710401,51.4
19710402,27.2
19710403,22.6
19710404,27.6
19710405,32.4
19710406,36.1
19710407,45.7
19710408,50.7
19710409,56.6
19710410,46.1
19710411,59.3
19710412,54.9
19710413,42.6
19710414,41.5
19710415,48.3
19710416,56.0
19710417,61.2
19710418,52.9
19710419,50.3
19710420,58.1
19710421,51.0
19710422,45.1
19710423,47.9
19710424,43.6
19710425,48.9
19710426,48.3
19710427,40.0
19710428,41.4
19710429,43.6
19710430,49.6
19710501,52.4
19710502,45.4
19710503,44.9
19710504,47.0
19710505,52.9
19710506,54.3
19710507,52.6
19710508,53.0
19710509,53.0
19710510,57.5
19710511,59.5
19710512,42.8
19710513,52.7
19710514,57.0
19710515,67.4
19710516,65.0
19710517,65.1
19710518,72.3
19710519,62.7
19710520,53.6
19710521,53.0
19710522,52.4
19710523,61.4
19710524,65.5
19710525,54.0
19710526,48.1
19710527,48.7
19710528,55.4
19710529,61.9
19710530,64.2
19710531,58.9
19710601,58.7
19710602,62.4
19710603,63.7
19710604,72.7
19710605,77.1
19710606,76.8
19710607,73.3
19710608,60.4
19710609,58.3
19710610,63.5
19710611,71.9
19710612,77.2
19710613,80.0
19710614,71.1
19710615,71.4
19710616,71.9
19710617,77.2
19710618,76.4
19710619,75.4
19710620,75.7
19710621,69.9
19710622,72.3
19710623,69.8
19710624,74.8
19710625,70.6
19710626,69.4
19710627,79.5
19710628,83.6
19710629,82.9
19710630,78.8
19710701,71.9
19710702,68.6
19710703,69.8
19710704,73.4
19710705,72.0
19710706,71.3
19710707,75.7
19710708,77.2
19710709,67.9
19710710,68.6
19710711,70.6
19710712,66.5
19710713,76.2
19710714,67.7
19710715,70.6
19710716,73.4
19710717,69.2
19710718,68.2
19710719,66.4
19710720,67.9
19710721,74.5
19710722,78.2
19710723,72.6
19710724,67.9
19710725,71.6
19710726,64.6
19710727,63.0
19710728,67.8
19710729,62.5
19710730,58.5
19710731,60.4
19710801,68.1
19710802,69.1
19710803,60.6
19710804,59.9
19710805,63.3
19710806,64.4
19710807,66.9
19710808,71.9
19710809,79.2
19710810,77.3
19710811,67.0
19710812,69.0
19710813,75.0
19710814,71.4
19710815,64.6
19710816,63.0
19710817,67.5
19710818,69.3
19710819,73.8
19710820,74.5
19710821,77.0
19710822,75.9
19710823,66.0
19710824,65.4
19710825,67.9
19710826,60.6
19710827,60.3
19710828,63.9
19710829,67.0
19710830,69.5
19710831,65.8
19710901,69.9
19710902,77.7
19710903,77.4
19710904,77.2
19710905,72.2
19710906,75.2
19710907,71.2
19710908,77.8
19710909,71.7
19710910,74.0
19710911,67.3
19710912,63.7
19710913,64.9
19710914,67.5
19710915,62.1
19710916,55.6
19710917,58.4
19710918,53.1
19710919,50.9
19710920,51.6
19710921,53.2
19710922,57.2
19710923,54.9
19710924,48.9
19710925,50.6
19710926,55.4
19710927,67.1
19710928,75.4
19710929,65.7
19710930,66.6
19711001,76.0
19711002,70.6
19711003,69.2
19711004,56.0
19711005,57.7
19711006,51.7
19711007,45.3
19711008,51.1
19711009,45.7
19711010,47.5
19711011,52.2
19711012,42.0
19711013,53.4
19711014,51.6
19711015,55.0
19711016,53.0
19711017,56.4
19711018,61.7
19711019,65.5
19711020,63.3
19711021,63.1
19711022,63.7
19711023,54.3
19711024,54.7
19711025,57.2
19711026,58.8
19711027,62.1
19711028,48.2
19711029,48.5
19711030,62.2
19711031,47.4
19711101,35.9
19711102,45.5
19711103,39.3
19711104,33.4
19711105,46.1
19711106,32.4
19711107,21.6
19711108,24.5
19711109,34.1
19711110,38.8
19711111,33.8
19711112,44.6
19711113,41.3
19711114,50.0
19711115,50.4
19711116,43.9
19711117,54.7
19711118,53.2
19711119,35.2
19711120,38.7
19711121,29.1
19711122,18.9
19711123,25.9
19711124,27.7
19711125,32.6
19711126,34.2
19711127,31.1
19711128,25.1
19711129,30.4
19711130,20.4
19711201,13.3
19711202,14.3
19711203,21.9
19711204,21.9
19711205,34.4
19711206,34.4
19711207,34.2
19711208,35.0
19711209,36.4
19711210,41.2
19711211,35.3
19711212,30.4
19711213,18.5
19711214,28.5
19711215,35.7
19711216,34.7
19711217,16.8
19711218,9.6
19711219,26.4
19711220,20.7
19711221,28.2
19711222,20.7
19711223,34.9
19711224,39.0
19711225,29.1
19711226,32.8
19711227,27.7
19711228,13.5
19711229,24.9
19711230,29.8
19711231,22.0
19720101,32.0
19720102,22.2
19720103,12.8
19720104,3.0
19720106,15.3
19720107,31.1
19720108,28.6
19720109,36.5
19720110,32.8
19720111,27.0
19720112,25.7
19720113,20.0
19720117,22.5
19720118,37.2
19720119,19.7
19720120,18.9
19720121,15.9
19720122,32.9
19720123,13.4
19720124,17.6
19720125,1.4
19720130,1.7
19720131,9.0
19720201,20.5
19720202,23.7
19720203,22.0
19720204,3.0
19720205,0.5
19720206,8.3
19720210,8.8
19720211,11.0
19720212,23.6
19720213,30.6
19720214,27.9
19720215,29.9
19720216,12.7
19720217,32.8
19720218,23.1
19720219,16.7
19720220,13.3
19720221,30.3
19720222,13.9
19720223,22.4
19720224,23.0
19720225,20.1
19720226,14.2
19720227,26.9
19720228,31.8
19720229,33.9
19720301,24.9
19720302,6.6
19720303,14.1
19720304,26.8
19720305,8.5
19720306,15.4
19720307,38.1
19720308,16.4
19720309,17.4
19720310,16.1
19720311,34.0
19720312,34.1
19720313,32.6
19720314,32.1
19720315,32.7
19720316,35.1
19720317,38.4
19720318,32.0
19720319,36.4
19720320,43.8
19720321,46.8
19720322,34.2
19720323,25.2
19720324,26.0
19720325,29.7
19720326,29.7
19720327,33.4
19720328,37.0
19720329,32.8
19720330,29.0
19720331,28.1
19720401,28.6
19720402,31.4
19720403,33.5
19720404,26.9
19720405,31.5
19720406,37.8
19720407,26.9
19720408,21.4
19720409,31.6
19720410,44.7
19720411,44.2
19720412,41.2
19720413,46.4
19720414,41.5
19720415,43.0
19720416,49.0
19720417,50.4
19720418,61.1
19720419,45.6
19720420,43.7
19720421,40.1
19720422,39.0
19720423,40.2
19720424,41.0
19720425,38.0
19720426,46.3
19720427,50.9
19720428,53.5
19720429,52.9
19720430,53.1
19720501,56.5
19720502,50.0
19720503,49.4
19720504,51.6
19720505,53.6
19720506,56.5
19720507,45.1
